Kode Rumah Sakit,Nama Rumah Sakit,Tipe,Alamat,Latitude,Longitude,Telepon,Email,Kelas,Kamar,Jumlah Bed,BPJS,No WhatsApp,Foto Rumah Sakit
3372026,RS Umum Dr. Oen,B,"Jl. Brigjend Katamso 55, Surakarta",-7.555617,110.837808,0271-643139,info@droenska.com,Kelas II,"Ruang Lt. 8 Utara, Lt. 7 Selatan, Lt. 6 Selatan, Lt. 5 Utara, Lt. 3 Utara",10,0,+628113620220,https://drive.google.com/file/d/1zlAeg3RFEas4_URsbyeMedFr8m42aNOP/view?usp=drive_link
3372026,RS Umum Dr. Oen,B,"Jl. Brigjend Katamso 55, Surakarta",-7.555617,110.837808,0271-643139,info@droenska.com,Kelas III,"Ruang Lt. 8 Utara, Lt. 7 Selatan, Lt. 6 Selatan, Lt. 5 Utara, Lt. 3 Utara",22,0,+628113620220,https://drive.google.com/file/d/1zlAeg3RFEas4_URsbyeMedFr8m42aNOP/view?usp=drive_link
3372096,RS Umum PKU Muhammadiyah Surakarta,B,"Jl. Ronggowarsito 130, Surakarta",-7.565419,110.816600,0271-714578,humas_pkusolo@yahoo.co.id,ICU,,11,0,+6282133150759,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj06r0fo5ZPFE6V7PwV4XhFgEgZOYFTBXpXN4cqZC9PK7IzZQ2LFHWfhs0r5pdoy3Gsb0vrR0Kgds4ejQMq90bTYfDqa9x829EthNKNIaJtxEfbNkIDsgRueenfWnHJqplMcFOsZNlODLupq1zTRr0cL3Jsm-mweZpeoUGqIReT9tr8rgGt6DJ1h-Kj/s600/RS%20PKU%20MUhammadiyah%20Solo.png
3372096,RS Umum PKU Muhammadiyah Surakarta,B,"Jl. Ronggowarsito 130, Surakarta",-7.565419,110.816600,0271-714578,humas_pkusolo@yahoo.co.id,VVIP/Super VIP,,14,0,+6282133150759,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj06r0fo5ZPFE6V7PwV4XhFgEgZOYFTBXpXN4cqZC9PK7IzZQ2LFHWfhs0r5pdoy3Gsb0vrR0Kgds4ejQMq90bTYfDqa9x829EthNKNIaJtxEfbNkIDsgRueenfWnHJqplMcFOsZNlODLupq1zTRr0cL3Jsm-mweZpeoUGqIReT9tr8rgGt6DJ1h-Kj/s600/RS%20PKU%20MUhammadiyah%20Solo.png
3372096,RS Umum PKU Muhammadiyah Surakarta,B,"Jl. Ronggowarsito 130, Surakarta",-7.565419,110.816600,0271-714578,humas_pkusolo@yahoo.co.id,VIP,,38,0,+6282133150759,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj06r0fo5ZPFE6V7PwV4XhFgEgZOYFTBXpXN4cqZC9PK7IzZQ2LFHWfhs0r5pdoy3Gsb0vrR0Kgds4ejQMq90bTYfDqa9x829EthNKNIaJtxEfbNkIDsgRueenfWnHJqplMcFOsZNlODLupq1zTRr0cL3Jsm-mweZpeoUGqIReT9tr8rgGt6DJ1h-Kj/s600/RS%20PKU%20MUhammadiyah%20Solo.png
3372096,RS Umum PKU Muhammadiyah Surakarta,B,"Jl. Ronggowarsito 130, Surakarta",-7.565419,110.816600,0271-714578,humas_pkusolo@yahoo.co.id,Kelas I,,60,0,+6282133150759,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj06r0fo5ZPFE6V7PwV4XhFgEgZOYFTBXpXN4cqZC9PK7IzZQ2LFHWfhs0r5pdoy3Gsb0vrR0Kgds4ejQMq90bTYfDqa9x829EthNKNIaJtxEfbNkIDsgRueenfWnHJqplMcFOsZNlODLupq1zTRr0cL3Jsm-mweZpeoUGqIReT9tr8rgGt6DJ1h-Kj/s600/RS%20PKU%20MUhammadiyah%20Solo.png
3372096,RS Umum PKU Muhammadiyah Surakarta,B,"Jl. Ronggowarsito 130, Surakarta",-7.565419,110.816600,0271-714578,humas_pkusolo@yahoo.co.id,Kelas II,,70,0,+6282133150759,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj06r0fo5ZPFE6V7PwV4XhFgEgZOYFTBXpXN4cqZC9PK7IzZQ2LFHWfhs0r5pdoy3Gsb0vrR0Kgds4ejQMq90bTYfDqa9x829EthNKNIaJtxEfbNkIDsgRueenfWnHJqplMcFOsZNlODLupq1zTRr0cL3Jsm-mweZpeoUGqIReT9tr8rgGt6DJ1h-Kj/s600/RS%20PKU%20MUhammadiyah%20Solo.png
3372096,RS Umum PKU Muhammadiyah Surakarta,B,"Jl. Ronggowarsito 130, Surakarta",-7.565419,110.816600,0271-714578,humas_pkusolo@yahoo.co.id,Kelas III,,89,0,+6282133150759,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj06r0fo5ZPFE6V7PwV4XhFgEgZOYFTBXpXN4cqZC9PK7IzZQ2LFHWfhs0r5pdoy3Gsb0vrR0Kgds4ejQMq90bTYfDqa9x829EthNKNIaJtxEfbNkIDsgRueenfWnHJqplMcFOsZNlODLupq1zTRr0cL3Jsm-mweZpeoUGqIReT9tr8rgGt6DJ1h-Kj/s600/RS%20PKU%20MUhammadiyah%20Solo.png
3372165,RS Umum Kasih Ibu,B,"Jl. Slamet Riyadi 404, Surakarta",-7.563000,110.801754,0271-714422,rsukasihibu@yahoo.com,ICU,,12,0,+6282133664747,"https://lh3.googleusercontent.com/p/AF1QipPxhcnrc79Q2fiZ-14bwwkOoLNsjsUMqGoY3QoM=s1360-w1360-h1020

"
3372165,RS Umum Kasih Ibu,B,"Jl. Slamet Riyadi 404, Surakarta",-7.563000,110.801754,0271-714422,rsukasihibu@yahoo.com,VVIP/Super VIP,,3,0,+6282133664747,"https://lh3.googleusercontent.com/p/AF1QipPxhcnrc79Q2fiZ-14bwwkOoLNsjsUMqGoY3QoM=s1360-w1360-h1020

"
3372165,RS Umum Kasih Ibu,B,"Jl. Slamet Riyadi 404, Surakarta",-7.563000,110.801754,0271-714422,rsukasihibu@yahoo.com,VIP,,22,0,+6282133664747,"https://lh3.googleusercontent.com/p/AF1QipPxhcnrc79Q2fiZ-14bwwkOoLNsjsUMqGoY3QoM=s1360-w1360-h1020

"
3372165,RS Umum Kasih Ibu,B,"Jl. Slamet Riyadi 404, Surakarta",-7.563000,110.801754,0271-714422,rsukasihibu@yahoo.com,Kelas I,"Ruang WISNU N, RAMA 1-6, KRISNA 1-3, AMARTA 4, WIRATA 1-3, 7-10, WIRATA 12, SHINTA, ISMAYA, PANDU, INDRA",20,0,+6282133664747,"https://lh3.googleusercontent.com/p/AF1QipPxhcnrc79Q2fiZ-14bwwkOoLNsjsUMqGoY3QoM=s1360-w1360-h1020

"
3372165,RS Umum Kasih Ibu,B,"Jl. Slamet Riyadi 404, Surakarta",-7.563000,110.801754,0271-714422,rsukasihibu@yahoo.com,Kelas II,"Ruang KRISNA 4-5, NAKULA 2-4 4, WIRATA 11, NARADA 1, RATIH",4,0,+6282133664747,"https://lh3.googleusercontent.com/p/AF1QipPxhcnrc79Q2fiZ-14bwwkOoLNsjsUMqGoY3QoM=s1360-w1360-h1020

"
3372165,RS Umum Kasih Ibu,B,"Jl. Slamet Riyadi 404, Surakarta",-7.563000,110.801754,0271-714422,rsukasihibu@yahoo.com,Kelas III,"Ruang KAMAJAYA 1-4, SADEWA 1-2, INDRA 1-4,  RATIH 1-2, SHINTA 1-8, SRIKANDI, KAMAR BAYI, WISNU G, 01,02",0,0,+6282133664747,"https://lh3.googleusercontent.com/p/AF1QipPxhcnrc79Q2fiZ-14bwwkOoLNsjsUMqGoY3QoM=s1360-w1360-h1020

"
3372041,RS Umum Brayat Minulya,C,Jl. Dr. Setiabudi No. 106 Surakarta,-7.552676,110.814287,0271-716646,rsbmslo@indosat.id,ICU,,4,0,+628585400999,https://lh3.googleusercontent.com/p/AF1QipPcw3AVoMIx8-03axSTqVK6cuwttuu5VGdyqmd3=s1360-w1360-h1020
3372041,RS Umum Brayat Minulya,C,Jl. Dr. Setiabudi No. 106 Surakarta,-7.552676,110.814287,0271-716646,rsbmslo@indosat.id,VVIP/Super VIP,,7,0,+628585400999,https://lh3.googleusercontent.com/p/AF1QipPcw3AVoMIx8-03axSTqVK6cuwttuu5VGdyqmd3=s1360-w1360-h1020
3372041,RS Umum Brayat Minulya,C,Jl. Dr. Setiabudi No. 106 Surakarta,-7.552676,110.814287,0271-716646,rsbmslo@indosat.id,VIP,,15,0,+628585400999,https://lh3.googleusercontent.com/p/AF1QipPcw3AVoMIx8-03axSTqVK6cuwttuu5VGdyqmd3=s1360-w1360-h1020
3372041,RS Umum Brayat Minulya,C,Jl. Dr. Setiabudi No. 106 Surakarta,-7.552676,110.814287,0271-716646,rsbmslo@indosat.id,Kelas I,RUANG MARIA,11,0,+628585400999,https://lh3.googleusercontent.com/p/AF1QipPcw3AVoMIx8-03axSTqVK6cuwttuu5VGdyqmd3=s1360-w1360-h1020
3372041,RS Umum Brayat Minulya,C,Jl. Dr. Setiabudi No. 106 Surakarta,-7.552676,110.814287,0271-716646,rsbmslo@indosat.id,Kelas II,,16,0,+628585400999,https://lh3.googleusercontent.com/p/AF1QipPcw3AVoMIx8-03axSTqVK6cuwttuu5VGdyqmd3=s1360-w1360-h1020
3372041,RS Umum Brayat Minulya,C,Jl. Dr. Setiabudi No. 106 Surakarta,-7.552676,110.814287,0271-716646,rsbmslo@indosat.id,Kelas III,,37,0,+628585400999,https://lh3.googleusercontent.com/p/AF1QipPcw3AVoMIx8-03axSTqVK6cuwttuu5VGdyqmd3=s1360-w1360-h1020
3372132,RS Umum Islam Kustati,C,Jl. Kapt. Mulyadi No.249,-7.580900,110.830900,0271-643013,rsuikustati@yahoo.com,ICU,,7,0,+6282134509631,https://drive.google.com/file/d/1NYqMtlmWEUmkLscZ7LaGTMZYyepSdg-N/view?usp=drive_link
3372132,RS Umum Islam Kustati,C,Jl. Kapt. Mulyadi No.249,-7.580900,110.830900,0271-643013,rsuikustati@yahoo.com,VIP,,1,0,+6282134509631,https://drive.google.com/file/d/1NYqMtlmWEUmkLscZ7LaGTMZYyepSdg-N/view?usp=drive_link
3372132,RS Umum Islam Kustati,C,Jl. Kapt. Mulyadi No.249,-7.580900,110.830900,0271-643013,rsuikustati@yahoo.com,Kelas I,"Ruang AL - ATHFAL, Ruang AL - AFIYAH, Ruang AN - NISSA, Ruang AS - SYIFA, Ruang AL - FAJR, Ruang AN - NUR",16,0,+6282134509631,https://drive.google.com/file/d/1NYqMtlmWEUmkLscZ7LaGTMZYyepSdg-N/view?usp=drive_link
3372132,RS Umum Islam Kustati,C,Jl. Kapt. Mulyadi No.249,-7.580900,110.830900,0271-643013,rsuikustati@yahoo.com,Kelas II,"Ruang AN - NISSA, Ruang AL - AFIYAH, Ruang AL - FAJR, Ruang AN - NUR, Ruang AL - ATHFAL, Ruang AS - SYIFA",44,0,+6282134509631,https://drive.google.com/file/d/1NYqMtlmWEUmkLscZ7LaGTMZYyepSdg-N/view?usp=drive_link
3372132,RS Umum Islam Kustati,C,Jl. Kapt. Mulyadi No.249,-7.580900,110.830900,0271-643013,rsuikustati@yahoo.com,Kelas III,"Ruang AL - ATHFAL, Ruang AL - AFIYAH, Ruang AN - NISSA, Ruang AS - SYIFA, Ruang AL - FAJR, Ruang AN - NUR",59,0,+6282134509631,https://drive.google.com/file/d/1NYqMtlmWEUmkLscZ7LaGTMZYyepSdg-N/view?usp=drive_link
3372030,RS Umum Tk IV Slamet Riyadi Surakarta,C,"Jl. Slamet Riyadi 321, Surakarta",-7.565822,110.805288,0271-714656,rstslametriyadisolo@yahoo.co.id,ICU,,10,0,+6282135597571,https://lh3.googleusercontent.com/p/AF1QipMrVthy2UmJ4Q6weB585YxzovO5Z7q7UdYo9Ntk=s1360-w1360-h1020
3372030,RS Umum Tk IV Slamet Riyadi Surakarta,C,"Jl. Slamet Riyadi 321, Surakarta",-7.565822,110.805288,0271-714656,rstslametriyadisolo@yahoo.co.id,VVIP/Super VIP,,2,0,+6282135597571,https://lh3.googleusercontent.com/p/AF1QipMrVthy2UmJ4Q6weB585YxzovO5Z7q7UdYo9Ntk=s1360-w1360-h1020
3372030,RS Umum Tk IV Slamet Riyadi Surakarta,C,"Jl. Slamet Riyadi 321, Surakarta",-7.565822,110.805288,0271-714656,rstslametriyadisolo@yahoo.co.id,VIP,,6,0,+6282135597571,https://lh3.googleusercontent.com/p/AF1QipMrVthy2UmJ4Q6weB585YxzovO5Z7q7UdYo9Ntk=s1360-w1360-h1020
3372030,RS Umum Tk IV Slamet Riyadi Surakarta,C,"Jl. Slamet Riyadi 321, Surakarta",-7.565822,110.805288,0271-714656,rstslametriyadisolo@yahoo.co.id,Kelas I,,7,0,+6282135597571,https://lh3.googleusercontent.com/p/AF1QipMrVthy2UmJ4Q6weB585YxzovO5Z7q7UdYo9Ntk=s1360-w1360-h1020
3372030,RS Umum Tk IV Slamet Riyadi Surakarta,C,"Jl. Slamet Riyadi 321, Surakarta",-7.565822,110.805288,0271-714656,rstslametriyadisolo@yahoo.co.id,Kelas II,,33,0,+6282135597571,https://lh3.googleusercontent.com/p/AF1QipMrVthy2UmJ4Q6weB585YxzovO5Z7q7UdYo9Ntk=s1360-w1360-h1020
3372030,RS Umum Tk IV Slamet Riyadi Surakarta,C,"Jl. Slamet Riyadi 321, Surakarta",-7.565822,110.805288,0271-714656,rstslametriyadisolo@yahoo.co.id,Kelas III,,36,0,+6282135597571,https://lh3.googleusercontent.com/p/AF1QipMrVthy2UmJ4Q6weB585YxzovO5Z7q7UdYo9Ntk=s1360-w1360-h1020
3372236,RS Umum Hermina Solo,C,JL. Kolonel Sutarto No. 16 Jebres Surakarta,-7.560000,110.840194,0271-638989,solo@herminahospitalgroup.com,ICU,,8,0,+6285311111010,https://drive.google.com/file/d/1Ot9eqPpn9kjf7yo0NQ5OeMhKtbUPIGUW/view?usp=drive_link
3372236,RS Umum Hermina Solo,C,JL. Kolonel Sutarto No. 16 Jebres Surakarta,-7.560000,110.840194,0271-638989,solo@herminahospitalgroup.com,VIP,,9,0,+6285311111010,https://drive.google.com/file/d/1Ot9eqPpn9kjf7yo0NQ5OeMhKtbUPIGUW/view?usp=drive_link
3372236,RS Umum Hermina Solo,C,JL. Kolonel Sutarto No. 16 Jebres Surakarta,-7.560000,110.840194,0271-638989,solo@herminahospitalgroup.com,Kelas I,Ruang KELAS I,23,0,+6285311111010,https://drive.google.com/file/d/1Ot9eqPpn9kjf7yo0NQ5OeMhKtbUPIGUW/view?usp=drive_link
3372236,RS Umum Hermina Solo,C,JL. Kolonel Sutarto No. 16 Jebres Surakarta,-7.560000,110.840194,0271-638989,solo@herminahospitalgroup.com,Kelas II,Ruang KELAS II,16,0,+6285311111010,https://drive.google.com/file/d/1Ot9eqPpn9kjf7yo0NQ5OeMhKtbUPIGUW/view?usp=drive_link
3372236,RS Umum Hermina Solo,C,JL. Kolonel Sutarto No. 16 Jebres Surakarta,-7.560000,110.840194,0271-638989,solo@herminahospitalgroup.com,Kelas III,Ruang KELAS III,26,0,+6285311111010,https://drive.google.com/file/d/1Ot9eqPpn9kjf7yo0NQ5OeMhKtbUPIGUW/view?usp=drive_link
3372052,RS Jiwa Daerah Surakarta,A,"Jl. K.H. Dewantoro 80, Jebres, Surakarta",-7.556400,110.863300,0271-641442,rsjd_surakarta@yahoo.com,ICU,,4,0,+6282323000333,"https://lh3.googleusercontent.com/p/AF1QipO44tJoLLeZ0mNGHx-zrQd74sqg69Q75CiSbKVQ=s1360-w1360-h1020
























"
3372052,RS Jiwa Daerah Surakarta,A,"Jl. K.H. Dewantoro 80, Jebres, Surakarta",-7.556400,110.863300,0271-641442,rsjd_surakarta@yahoo.com,VIP,,16,0,+6282323000333,"https://lh3.googleusercontent.com/p/AF1QipO44tJoLLeZ0mNGHx-zrQd74sqg69Q75CiSbKVQ=s1360-w1360-h1020
























"
3372052,RS Jiwa Daerah Surakarta,A,"Jl. K.H. Dewantoro 80, Jebres, Surakarta",-7.556400,110.863300,0271-641442,rsjd_surakarta@yahoo.com,Kelas I,"Ruang KRESNA, Ruang WISANGGENI, Ruang BISMA, Ruang DRUPADI",16,0,+6282323000333,"https://lh3.googleusercontent.com/p/AF1QipO44tJoLLeZ0mNGHx-zrQd74sqg69Q75CiSbKVQ=s1360-w1360-h1020
























"
3372052,RS Jiwa Daerah Surakarta,A,"Jl. K.H. Dewantoro 80, Jebres, Surakarta",-7.556400,110.863300,0271-641442,rsjd_surakarta@yahoo.com,Kelas II,"Ruang SAMBA, Ruang DRUPADI, Ruang SADEWA, Ruang WISANGGENI, Ruang KRESNA, Ruang LARASATI, Ruang SRIKANDI, Ruang GATOTKACA, Ruang SUMBADRA",41,0,+6282323000333,"https://lh3.googleusercontent.com/p/AF1QipO44tJoLLeZ0mNGHx-zrQd74sqg69Q75CiSbKVQ=s1360-w1360-h1020
























"
3372052,RS Jiwa Daerah Surakarta,A,"Jl. K.H. Dewantoro 80, Jebres, Surakarta",-7.556400,110.863300,0271-641442,rsjd_surakarta@yahoo.com,Kelas III,"Ruang ABIMANYU, Ruang SADEWA, Ruang NAKULA, Ruang SAMBA, Ruang DRUPADI, Ruang LARASATI, Ruang SENA, Ruang WISANGGENI, Ruang KRESNA, Ruang ARJUNA, Ruang SUMBADRA, Ruang SRIKANDI, Ruang GATOTKACA",181,0,+6282323000333,"https://lh3.googleusercontent.com/p/AF1QipO44tJoLLeZ0mNGHx-zrQd74sqg69Q75CiSbKVQ=s1360-w1360-h1020
























"
3372074,RS Umum Panti Waluyo,C,Jl. Jend A Yani No.1,-7.559800,110.791100,0271-712077,rspantiwaluyo@gmail.com,ICU,,4,0,+628156717076,https://goalkes-images.s3-ap-southeast-1.amazonaws.com/hospitals/0HLjvmKys08CGzjvaLMxJEjHoe4MVhAc67P5Y01M.jpg
3372074,RS Umum Panti Waluyo,C,Jl. Jend A Yani No.1,-7.559800,110.791100,0271-712077,rspantiwaluyo@gmail.com,VVIP/Super VIP,,5,0,+628156717076,https://goalkes-images.s3-ap-southeast-1.amazonaws.com/hospitals/0HLjvmKys08CGzjvaLMxJEjHoe4MVhAc67P5Y01M.jpg
3372074,RS Umum Panti Waluyo,C,Jl. Jend A Yani No.1,-7.559800,110.791100,0271-712077,rspantiwaluyo@gmail.com,VIP,,6,0,+628156717076,https://goalkes-images.s3-ap-southeast-1.amazonaws.com/hospitals/0HLjvmKys08CGzjvaLMxJEjHoe4MVhAc67P5Y01M.jpg
3372074,RS Umum Panti Waluyo,C,Jl. Jend A Yani No.1,-7.559800,110.791100,0271-712077,rspantiwaluyo@gmail.com,Kelas I,"Ruang Bakung Anak IMC, Ruang Bakung Anak, Ruang Catleya Ibu, Ruang Anggrek",12,0,+628156717076,https://goalkes-images.s3-ap-southeast-1.amazonaws.com/hospitals/0HLjvmKys08CGzjvaLMxJEjHoe4MVhAc67P5Y01M.jpg
3372074,RS Umum Panti Waluyo,C,Jl. Jend A Yani No.1,-7.559800,110.791100,0271-712077,rspantiwaluyo@gmail.com,Kelas II,"Ruang Bakung Anak, Ruang Aster, Ruang Catleya Ibu, Ruang Bakung Dewasa",17,0,+628156717076,https://goalkes-images.s3-ap-southeast-1.amazonaws.com/hospitals/0HLjvmKys08CGzjvaLMxJEjHoe4MVhAc67P5Y01M.jpg
3372074,RS Umum Panti Waluyo,C,Jl. Jend A Yani No.1,-7.559800,110.791100,0271-712077,rspantiwaluyo@gmail.com,Kelas III,"Ruang Cempaka, Ruang Catleya Ibu, Ruang Bakung Dewasa, Ruang Bakung Anak",21,0,+628156717076,https://goalkes-images.s3-ap-southeast-1.amazonaws.com/hospitals/0HLjvmKys08CGzjvaLMxJEjHoe4MVhAc67P5Y01M.jpg
3372235,RS Khusus Mata Solo,C,"Jl. Adi Sucipto 169, Karangasem , Laweyan",-7.547600,110.779700,0271-713333,rsmatasolo@gmail.com,ICU,,2,0,+6287870707050,https://drive.google.com/file/d/1ntl9ze3t2hAaZgaeRMD7ImutBalOaOl7/view?usp=drive_link
3372235,RS Khusus Mata Solo,C,"Jl. Adi Sucipto 169, Karangasem , Laweyan",-7.547600,110.779700,0271-713333,rsmatasolo@gmail.com,VIP,,1,0,+6287870707050,https://drive.google.com/file/d/1ntl9ze3t2hAaZgaeRMD7ImutBalOaOl7/view?usp=drive_link
3372235,RS Khusus Mata Solo,C,"Jl. Adi Sucipto 169, Karangasem , Laweyan",-7.547600,110.779700,0271-713333,rsmatasolo@gmail.com,Kelas I,,8,0,+6287870707050,https://drive.google.com/file/d/1ntl9ze3t2hAaZgaeRMD7ImutBalOaOl7/view?usp=drive_link
3372235,RS Khusus Mata Solo,C,"Jl. Adi Sucipto 169, Karangasem , Laweyan",-7.547600,110.779700,0271-713333,rsmatasolo@gmail.com,Kelas II,,3,0,+6287870707050,https://drive.google.com/file/d/1ntl9ze3t2hAaZgaeRMD7ImutBalOaOl7/view?usp=drive_link
3372235,RS Khusus Mata Solo,C,"Jl. Adi Sucipto 169, Karangasem , Laweyan",-7.547600,110.779700,0271-713333,rsmatasolo@gmail.com,Kelas III,,5,0,+6287870707050,https://drive.google.com/file/d/1ntl9ze3t2hAaZgaeRMD7ImutBalOaOl7/view?usp=drive_link
3372191,RS Umum Triharsi,D,"Jl. Monginsidi No.82,Surakarta",-7.557600,110.825000,0271-656903,triharsi.solo@gmail.com,ICU,,4,0,+6285280007000,https://drive.google.com/file/d/15PQFwrIVJ-bk6whPVOU3ZesjAxw0s6XO/view?usp=drive_link
3372191,RS Umum Triharsi,D,"Jl. Monginsidi No.82,Surakarta",-7.557600,110.825000,0271-656903,triharsi.solo@gmail.com,VVIP/Super VIP,,1,0,+6285280007000,https://drive.google.com/file/d/15PQFwrIVJ-bk6whPVOU3ZesjAxw0s6XO/view?usp=drive_link
3372191,RS Umum Triharsi,D,"Jl. Monginsidi No.82,Surakarta",-7.557600,110.825000,0271-656903,triharsi.solo@gmail.com,VIP,,5,0,+6285280007000,https://drive.google.com/file/d/15PQFwrIVJ-bk6whPVOU3ZesjAxw0s6XO/view?usp=drive_link
3372191,RS Umum Triharsi,D,"Jl. Monginsidi No.82,Surakarta",-7.557600,110.825000,0271-656903,triharsi.solo@gmail.com,Kelas I,Ruang 11,22,0,+6285280007000,https://drive.google.com/file/d/15PQFwrIVJ-bk6whPVOU3ZesjAxw0s6XO/view?usp=drive_link
3372191,RS Umum Triharsi,D,"Jl. Monginsidi No.82,Surakarta",-7.557600,110.825000,0271-656903,triharsi.solo@gmail.com,Kelas II,Ruang 10,20,0,+6285280007000,https://drive.google.com/file/d/15PQFwrIVJ-bk6whPVOU3ZesjAxw0s6XO/view?usp=drive_link
3372191,RS Umum Triharsi,D,"Jl. Monginsidi No.82,Surakarta",-7.557600,110.825000,0271-656903,triharsi.solo@gmail.com,Kelas III,Ruang 10,24,0,+6285280007000,https://drive.google.com/file/d/15PQFwrIVJ-bk6whPVOU3ZesjAxw0s6XO/view?usp=drive_link
3372238,RS PKU Muhammadiyah Sampangan Surakarta,D,Semanggi RT 002 RW 020 Pasar Kliwon,-7.581668,110.836446,0271-633894,-,ICU,,4,0,+6282133150759,"https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/beritajowo/images/2018/03/03/16-48-30-images.jpg

"
3372238,RS PKU Muhammadiyah Sampangan Surakarta,D,Semanggi RT 002 RW 020 Pasar Kliwon,-7.581668,110.836446,0271-633894,,VIP,,2,0,+6282133150759,"https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/beritajowo/images/2018/03/03/16-48-30-images.jpg

"
3372238,RS PKU Muhammadiyah Sampangan Surakarta,D,Semanggi RT 002 RW 020 Pasar Kliwon,-7.581668,110.836446,0271-633894,,Kelas I,,4,0,+6282133150759,"https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/beritajowo/images/2018/03/03/16-48-30-images.jpg

"
